Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
153,Austin Riley,27,ATL,NL,109,109,106,960.1,248,60,178,10,17,.960,0,0,0,0,2.23,2.55,2.18,2.51,,,,,,,*5,,rileyau01
154,Lawrence Butler,23,OAK,AL,123,105,94,959.1,259,253,2,4,1,.985,0,0,-1,-1,2.39,2.27,2.07,2.24,,,,,,,*9H/8,,butlela01
155,Corey Seager,30,TEX,AL,113,113,100,959.1,415,137,271,7,52,.983,6,7,4,5,3.83,3.70,3.61,3.65,,,,,,,*6D/H,ASMVP-15,seageco01
156,Yandy Díaz,32,TBR,AL,112,110,95,956.1,838,784,45,9,67,.989,-3,-4,-5,-6,7.80,8.03,7.40,7.92,,,,,,,*3D/H,,diazya01
157,Blake Perkins,27,MIL,NL,119,104,95,956.1,308,300,7,1,2,.997,8,10,8,10,2.89,2.21,2.58,2.18,,,,,,,*8H/D,,perkibl01
158,Jake Burger,28,MIA,NL,110,109,82,949.1,562,416,133,13,40,.977,-13,-16,-6,-8,5.20,5.35,4.29,5.57,,,,,,,35D/H,,burgeja01
159,Otto Lopez,25,MIA,NL,114,106,97,949.1,470,181,281,8,55,.983,2,2,8,10,4.38,4.05,3.88,3.96,,,,,,,4/6H578,,lopezot01
160,Hunter Renfroe,32,KCR,AL,116,105,96,934.2,212,201,9,2,3,.991,-3,-3,-4,-5,2.02,2.28,1.79,2.29,,,,,,,*9/HD3,,renfrhu01
161,Jesús Sánchez,26,MIA,NL,119,105,85,934.1,233,226,3,4,2,.983,-4,-5,-2,-3,2.21,2.21,1.92,2.18,,,,,,,*9HD7,,sanchje02
162,Jordan Westburg,25,BAL,AL,106,106,86,934.1,279,91,181,7,16,.975,-7,-9,-10,-13,2.62,3.10,2.23,3.10,,,,,,,54/6D,AS,westbjo01
163,Andy Pages,23,LAD,NL,114,101,78,933.2,302,294,5,3,2,.990,8,10,-1,-1,2.88,2.21,2.62,2.18,,,,,,,*89/H7D,,pagesan01
164,Mickey Moniak,26,LAA,AL,117,107,89,932.0,277,270,3,4,0,.986,8,10,-4,-5,2.64,2.27,2.33,2.24,,,,,,,*89H/D7,,moniami01
165,Ketel Marte,30,ARI,NL,114,109,90,930.2,510,216,289,5,73,.990,4,5,10,13,4.88,4.15,4.43,4.09,,,,,,,*4D/H6,ASMVP-3SS,marteke01
166,Wyatt Langford,22,TEX,AL,109,109,81,927.2,218,208,8,2,1,.991,2,3,14,18,2.10,2.27,1.98,2.24,,,,,,,*7D8,ROY-7,langfwy01
167,Cody Bellinger,28,CHC,NL,106,106,87,926.2,313,301,10,2,5,.994,-1,-2,0,0,3.02,3.08,2.68,3.32,,,,,,,98D3/7,,bellico01
168,Jorge Polanco,30,SEA,AL,112,109,92,925.1,367,138,222,7,45,.981,-7,-9,-1,-1,3.50,3.97,3.21,3.91,,,,,,,*4/DH,,polanjo01
169,Riley Greene,23,DET,AL,106,104,88,915.0,210,203,4,3,1,.986,-3,-4,14,18,2.04,2.27,1.95,2.24,,,,,,,7D8/9H,AS,greenri03
170,Patrick Bailey,25,SFG,NL,115,101,98,908.0,962,904,55,3,7,.997,6,8,20,26,9.51,9.06,8.34,8.94,9,25,70,26,27.1,2,*2H/D,GG,bailepa01
171,Rowdy Tellez,29,PIT,NL,125,105,72,908.0,803,740,61,2,76,.998,2,2,-3,-4,7.94,8.27,6.31,8.02,,,,,,,*3H/1,,tellero01
172,Miguel Amaya,25,CHC,NL,116,103,88,905.2,893,856,31,6,3,.993,2,3,5,7,8.81,9.06,7.65,8.94,6,19,78,18,18.8,0,*2/H,,amayami01
173,Mark Vientos,24,NYM,NL,110,105,78,905.1,264,79,180,5,16,.981,2,2,-5,-7,2.57,2.71,2.31,2.71,,,,,,,5/H3D,,vientma01
174,Johan Rojas,23,PHI,NL,116,103,82,903.1,227,219,6,2,1,.991,-9,-12,4,5,2.24,2.21,1.94,2.18,,,,,,,*8/HD,,rojasjo03
175,Bo Naylor,24,CLE,AL,115,101,83,899.1,936,894,36,6,4,.994,3,4,11,15,9.31,9.16,8.09,9.03,7,29,61,16,20.8,0,*2H/D,,naylobo01
176,J.P. Crawford,29,SEA,AL,104,103,96,894.2,328,113,212,3,36,.991,12,16,9,12,3.27,3.70,3.13,3.65,,,,,,,6/HD,,crawfjp01
177,Vinnie Pasquantino,26,KCR,AL,103,103,92,893.0,878,805,71,2,76,.998,4,5,-3,-4,8.83,8.03,8.50,7.92,,,,,,,3D/H,,pasquvi01
178,Tommy Pham,36,3TM,2LG,105,100,81,888.0,205,201,3,1,0,.995,-7,-9,-10,-14,2.07,2.26,1.94,2.23,,,,,,,978/DH,,phamth01
179,Tommy Pham,36,2TM,AL,83,83,66,730.1,180,176,3,1,0,.994,-3,-5,-7,-12,2.21,2.27,2.16,2.24,,,,,,,987/DH,,phamth01
180,Tommy Pham,36,CHW,AL,65,65,51,570.1,144,142,1,1,0,.993,-6,-12,-11,-23,2.26,2.27,2.20,2.24,,,,,,,987/HD,,phamth01
181,Tommy Pham,36,STL,NL,22,17,15,157.2,25,25,0,0,0,1.000,-4,-29,-3,-23,1.43,2.21,1.14,2.18,,,,,,,7/9HD,,phamth01
182,Tommy Pham,36,KCR,AL,18,18,15,160.0,36,34,2,0,0,1.000,3,19,4,30,2.03,2.27,2.00,2.24,,,,,,,7/9D,,phamth01
183,Xander Bogaerts,31,SDP,NL,101,101,90,887.2,383,147,227,9,48,.977,-4,-5,-1,-1,3.79,4.09,3.56,4.03,,,,,,,46/DH,,bogaexa01
184,Will Benson,26,CIN,NL,118,102,52,884.0,233,226,5,2,0,.991,-6,-7,-6,-8,2.35,2.21,1.96,2.18,,,,,,,*798H/D,,bensowi01
185,Adley Rutschman,26,BAL,AL,103,99,97,882.1,915,874,37,4,4,.996,1,1,4,5,9.29,9.16,8.84,9.03,3,21,82,19,18.8,0,2D/H,AS,rutscad01
186,Kiké Hernández,32,LAD,NL,123,93,67,881.0,302,154,138,10,25,.967,3,4,5,7,2.98,3.29,2.13,3.36,,,,,,,5H3784/61D,,hernaen02
187,Michael Siani,24,STL,NL,121,98,70,877.1,243,242,1,0,0,1.000,11,14,9,12,2.49,2.21,2.01,2.18,,,,,,,*8H/97D,,sianimi01
188,Ozzie Albies,27,ATL,NL,99,99,98,875.2,395,153,239,3,57,.992,2,2,1,1,4.03,4.15,3.96,4.09,,,,,,,4,,albieoz01
189,Nolan Gorman,24,STL,NL,106,97,93,874.1,400,147,243,10,68,.975,-4,-5,-4,-5,4.01,4.15,3.64,4.06,,,,,,,4/H5,,gormano01
190,Manny Machado,31,SDP,NL,100,100,94,873.2,232,78,147,7,11,.970,-3,-4,2,3,2.32,2.55,2.25,2.51,,,,,,,5D/H,MVP-16SS,machama01
191,Austin Wells,24,NYY,AL,110,96,85,872.1,936,892,33,11,5,.988,5,7,11,15,9.54,9.16,8.41,9.03,5,24,64,22,25.6,3,*2H/D,ROY-3,wellsau01
192,Luis Arraez,27,2TM,NL,100,100,81,872.0,644,508,127,9,59,.986,1,1,-6,-8,6.55,6.68,5.72,6.63,,,,,,,3D4/H,ASMVP-18,arraelu01
193,Luis Arraez,27,MIA,NL,33,33,21,290.0,142,61,77,4,22,.972,-1,-4,-3,-12,4.28,4.28,3.37,4.89,,,,,,,4/3,,arraelu01
194,Luis Arraez,27,SDP,NL,67,67,60,582.0,502,447,50,5,37,.990,2,4,-3,-6,7.69,7.88,7.10,7.65,,,,,,,3D/4H,,arraelu01
195,J.T. Realmuto,33,PHI,NL,99,99,93,871.1,938,899,34,5,5,.995,2,3,0,0,9.64,9.06,9.42,8.94,4,30,66,16,19.5,0,2,,realmjt01
196,Nick Fortes,27,MIA,NL,109,99,79,864.0,878,831,38,9,3,.990,-1,-1,5,7,9.05,9.06,7.97,8.94,4,25,93,26,21.8,2,*2/H,,forteni01
197,Lars Nootbaar,26,STL,NL,107,98,69,863.0,214,209,2,3,2,.986,-6,-8,0,0,2.20,2.21,1.97,2.18,,,,,,,978/H,,nootbla01
198,Seth Brown,31,OAK,AL,121,93,72,862.2,398,367,27,4,17,.990,0,0,-6,-8,4.11,4.19,3.10,4.25,,,,,,,739H/D8,,brownse01
199,Geraldo Perdomo,24,ARI,NL,97,95,89,849.1,378,112,261,5,55,.987,2,2,10,14,3.95,3.82,3.85,3.77,,,,,,,6/H,,perdoge01
200,Christopher Morel,25,2TM,2LG,106,104,60,846.2,272,84,175,13,15,.952,-11,-16,-6,-9,2.75,2.83,2.44,2.76,,,,,,,5D47/H,,morelch01
201,Christopher Morel,25,CHC,NL,74,73,34,579.0,168,47,112,9,8,.946,-8,-16,-4,-8,2.47,2.55,2.15,2.51,,,,,,,5D/H,,morelch01
202,Christopher Morel,25,TBR,AL,32,31,26,267.2,104,37,63,4,7,.962,-4,-16,-2,-9,3.36,3.44,3.13,3.33,,,,,,,4D7/H,,morelch01
203,Wenceel Pérez,24,DET,AL,105,94,81,846.1,192,189,1,2,0,.990,2,3,-2,-3,2.02,2.27,1.81,2.24,,,,,,,98H/7D,,perezwe01
204,Korey Lee,25,CHW,AL,113,93,88,838.1,861,824,33,4,4,.995,-1,-1,-10,-14,9.20,9.16,7.58,9.03,9,36,78,25,24.3,2,*2H/D,,leeko01
205,Michael Conforto,31,SFG,NL,106,95,84,835.0,159,152,5,2,1,.987,-7,-10,0,0,1.69,2.21,1.48,2.18,,,,,,,7DH,,confomi01
206,Bryan De La Cruz,27,2TM,NL,99,95,86,834.2,190,178,8,4,2,.979,-8,-11,-7,-10,2.01,2.21,1.88,2.18,,,,,,,7D9/H,,delacbr01
207,Bryan De La Cruz,27,MIA,NL,55,54,46,473.0,103,96,6,1,1,.990,-7,-17,-3,-8,1.94,2.21,1.85,2.18,,,,,,,7D/9H,,delacbr01
208,Bryan De La Cruz,27,PIT,NL,44,41,40,361.2,87,82,2,3,1,.966,-1,-2,-4,-13,2.09,2.21,1.91,2.18,,,,,,,9/7H,,delacbr01
209,Ke'Bryan Hayes,27,PIT,NL,96,93,92,829.2,265,75,185,5,28,.981,10,14,10,14,2.82,2.55,2.71,2.51,,,,,,,5/H,,hayeske01
210,Luis Robert Jr.,26,CHW,AL,97,95,92,828.2,257,254,1,2,0,.992,-8,-11,1,1,2.77,2.27,2.63,2.24,,,,,,,8/DH,,roberlu01
211,Fernando Tatis Jr.,25,SDP,NL,96,95,86,822.2,182,171,6,5,1,.973,-9,-13,0,0,1.94,2.21,1.84,2.18,,,,,,,9/DH,AS,tatisfe02
212,Tyler Freeman,25,CLE,AL,113,90,71,817.0,240,205,32,3,6,.988,1,1,3,4,2.61,2.40,1.96,2.45,,,,,,,8H6/54D,,freemty01
213,Santiago Espinal,29,CIN,NL,105,90,79,816.2,253,85,162,6,20,.976,-3,-5,-5,-7,2.72,3.07,2.17,3.01,,,,,,,54HD/679,,espinsa01
214,Connor Joe,31,PIT,NL,113,90,51,816.2,500,457,39,4,46,.992,-6,-9,4,6,5.47,5.59,3.88,5.88,,,,,,,39H/7D,,joeco01
215,Josh Bell,31,2TM,NL,98,97,53,813.0,739,685,47,7,58,.991,-4,-6,-9,-13,8.10,8.29,7.47,8.18,,,,,,,3D/H,,belljo02
216,Josh Bell,31,MIA,NL,67,67,38,561.0,511,472,32,7,39,.986,-4,-9,-7,-15,8.09,8.29,7.52,8.18,,,,,,,3D,,belljo02
217,Josh Bell,31,ARI,NL,31,30,15,252.0,228,213,15,0,19,1.000,0,0,-2,-10,8.14,8.29,7.35,8.18,,,,,,,3/DH,,belljo02
218,Thairo Estrada,28,SFG,NL,94,93,90,811.2,387,121,264,2,63,.995,-4,-6,-7,-10,4.27,4.15,4.10,4.09,,,,,,,4/DH,,estrath01
219,Lenyn Sosa,24,CHW,AL,97,91,84,807.1,288,115,167,6,42,.979,-6,-9,-9,-13,3.14,3.18,2.79,3.23,,,,,,,54/H3D,,sosale01
220,Nick Gonzales,25,PIT,NL,93,91,87,806.1,401,153,241,7,64,.983,0,0,-5,-7,4.40,4.10,4.15,4.03,,,,,,,4/6H5,,gonzani01
221,Max Kepler,31,MIN,AL,103,88,84,806.1,176,172,4,0,1,1.000,1,1,0,0,1.96,2.27,1.71,2.24,,,,,,,9H/D,,keplema01
222,Anthony Rizzo,34,NYY,AL,92,91,83,801.2,679,602,74,3,58,.996,1,1,2,3,7.59,8.03,7.35,7.92,,,,,,,3/H,,rizzoan01
223,Tyler O'Neill,29,BOS,AL,95,90,59,799.2,162,151,4,7,0,.957,-2,-3,1,2,1.74,2.27,1.63,2.24,,,,,,,79D/H,,oneilty01
224,Spencer Torkelson,24,DET,AL,90,90,85,799.2,763,701,58,4,59,.995,4,6,2,3,8.54,8.03,8.43,7.92,,,,,,,3/D,,torkesp01
225,Jonny DeLuca,25,TBR,AL,97,87,69,794.0,227,219,6,2,2,.991,6,9,5,8,2.55,2.27,2.32,2.24,,,,,,,98H7/D,,delucjo01
226,Jake Cave,31,COL,NL,116,83,61,790.2,190,184,5,1,1,.995,-7,-10,-6,-9,2.15,2.21,1.63,2.18,,,,,,,*97H/8D,,caveja01
227,LaMonte Wade Jr.,30,SFG,NL,104,92,70,785.0,739,660,78,1,59,.999,-5,-7,1,2,8.46,7.96,6.96,7.50,,,,,,,3H9/D7,,wadela01
228,Ben Rortvedt,26,TBR,AL,111,87,67,782.0,790,755,26,9,2,.989,0,0,-1,-2,8.99,9.14,6.97,8.96,6,12,64,12,15.8,0,*2H/1,,rortvbe01
229,Rhys Hoskins,31,MIL,NL,94,88,76,777.1,660,602,55,3,52,.995,-5,-8,-3,-5,7.61,8.29,6.99,8.18,,,,,,,3D/H,,hoskirh01
230,Jake Fraley,29,CIN,NL,100,91,71,776.2,199,193,4,2,0,.990,3,4,-1,-2,2.28,2.21,1.97,2.18,,,,,,,9H/D78,,fraleja01
231,Jon Singleton,32,HOU,AL,94,88,72,768.2,640,568,64,8,60,.988,-14,-21,-8,-12,7.40,8.03,6.72,7.92,,,,,,,3HD,,singljo02
232,Byron Buxton,30,MIN,AL,94,87,79,767.0,206,204,2,0,0,1.000,-17,-27,2,3,2.42,2.27,2.19,2.24,,,,,,,8/HD,,buxtoby01
233,Alejandro Kirk,25,TOR,AL,93,89,77,766.0,759,706,46,7,6,.991,6,9,13,20,8.84,9.16,8.09,9.03,7,17,60,27,31.0,4,2/HD,,kirkal01
234,Jake Rogers,29,DET,AL,92,86,75,761.0,776,744,29,3,4,.996,5,8,13,20,9.14,9.16,8.40,9.03,1,21,39,13,25.0,0,2/DH,,rogerja03
235,Miguel Rojas,35,LAD,NL,102,86,67,757.0,334,132,199,3,27,.991,5,8,11,17,3.94,3.76,3.06,3.70,,,,,,,64H5/13,,rojasmi02
236,Kevin Newman,30,ARI,NL,109,79,65,754.1,332,114,213,5,52,.985,3,4,10,16,3.90,4.04,2.82,4.19,,,,,,,643/H57D,,newmake01
237,Tyrone Taylor,30,NYM,NL,113,75,51,754.1,199,193,3,3,0,.985,1,2,10,16,2.34,2.21,1.73,2.18,,,,,,,*98H7/D,,tayloty01
238,Oswaldo Cabrera,25,NYY,AL,104,79,70,753.1,301,136,158,7,19,.977,-4,-6,3,5,3.51,3.10,2.60,3.28,,,,,,,5H34/6791,,cabreos01
239,Josh Lowe,26,TBR,AL,92,87,69,743.1,195,189,2,4,1,.979,-2,-3,-2,-3,2.31,2.27,2.08,2.24,,,,,,,97/HD8,,lowejo01
240,Michael A. Taylor,33,PIT,NL,106,80,72,735.2,235,229,3,3,0,.987,9,15,11,18,2.84,2.21,2.19,2.18,,,,,,,8H/7D,,taylomi02
241,Gabriel Moreno,24,ARI,NL,93,83,78,732.0,669,636,31,2,4,.997,4,7,10,16,8.20,9.06,7.10,8.87,3,25,40,16,28.6,0,2H/5,,morenga01
242,Christian Vázquez,33,MIN,AL,89,82,75,731.1,806,773,29,4,2,.995,2,3,7,11,9.87,9.05,8.91,8.80,1,19,53,10,15.9,1,2/5DH3,,vazquch01
243,Tyler Fitzgerald,26,SFG,NL,88,81,71,728.1,314,120,180,14,33,.955,-5,-8,-5,-8,3.71,3.69,3.19,3.62,,,,,,,6H/8471D3,,fitzgty01
244,Zach McKinstry,29,DET,AL,107,79,44,727.1,235,84,142,9,24,.962,4,6,1,2,2.80,3.18,1.67,3.00,,,,,,,65H479/1D,,mckinza01
245,Francisco Alvarez,22,NYM,NL,96,82,70,726.0,806,775,25,6,1,.993,-7,-12,-1,-2,9.92,9.06,8.33,8.94,11,40,66,14,17.5,3,2/HD,,alvarfr01
246,José Miranda,26,MIN,AL,90,85,61,723.2,240,128,106,6,15,.975,-1,-1,1,2,2.91,3.24,2.54,3.23,,,,,,,5DH3/6,,miranjo01
247,Whit Merrifield,35,2TM,NL,88,80,69,723.0,254,114,135,5,29,.980,-2,-4,-5,-8,3.10,3.46,2.71,3.35,,,,,,,475H/D,,merriwh01
248,Whit Merrifield,35,PHI,NL,47,40,34,373.1,109,67,39,3,10,.972,0,1,0,0,2.56,2.82,2.08,2.78,,,,,,,745H/D,,merriwh01
249,Whit Merrifield,35,ATL,NL,41,40,35,349.2,145,47,96,2,19,.986,-3,-9,-5,-17,3.68,4.15,3.49,4.05,,,,,,,4/H5,,merriwh01
250,Kevin Kiermaier,34,2TM,2LG,113,82,57,722.1,235,230,2,3,1,.987,4,7,10,17,2.89,2.26,2.05,2.22,,,,,,,*8H/9D,,kiermke01
251,Kevin Kiermaier,34,TOR,AL,81,63,47,550.1,171,167,1,3,0,.982,0,-1,9,20,2.75,2.27,2.07,2.24,,,,,,,8/H9D,,kiermke01
252,Kevin Kiermaier,34,LAD,NL,32,19,10,172.0,64,63,1,0,1,1.000,4,30,1,7,3.35,2.21,2.00,2.18,,,,,,,8/H,,kiermke01
253,Ryan Jeffers,27,MIN,AL,86,81,76,720.1,786,749,31,6,0,.992,-3,-5,-4,-7,9.75,9.16,9.07,9.03,3,28,59,12,16.9,0,2DH,,jeffery01
254,Emmanuel Rivera,28,2TM,2LG,116,76,57,715.0,272,137,131,4,20,.985,-5,-8,-5,-8,3.37,3.32,2.20,3.42,,,,,,,53H/1D,,riverem01
255,Emmanuel Rivera,28,MIA,NL,91,59,47,549.1,211,96,112,3,17,.986,0,0,0,0,3.41,3.27,2.21,3.24,,,,,,,53H/1D,,riverem01
256,Emmanuel Rivera,28,BAL,AL,25,17,10,165.2,61,41,19,1,3,.984,-5,-37,-5,-36,3.26,3.48,2.14,4.01,,,,,,,5/3HD,,riverem01
257,Carlos Correa,29,MIN,AL,84,84,76,712.1,293,119,169,5,26,.983,4,7,-3,-5,3.64,3.70,3.43,3.65,,,,,,,6/DH,AS,correca01
258,Travis d'Arnaud,35,ATL,NL,89,79,74,706.2,744,716,25,3,3,.996,2,3,-6,-10,9.44,9.06,8.33,8.94,2,18,55,13,19.1,0,2H,,darnatr01
259,Ramón Urías,30,BAL,AL,96,75,67,702.2,190,58,126,6,12,.968,-4,-7,-3,-5,2.36,2.58,1.88,2.60,,,,,,,5/H4D3,,uriasra01
260,Mitch Haniger,33,SEA,AL,90,80,65,702.1,171,162,4,5,0,.971,3,5,-1,-2,2.13,2.27,1.84,2.24,,,,,,,9DH,,hanigmi01
261,David Hamilton,26,BOS,AL,94,78,55,699.2,330,115,205,10,40,.970,-2,-3,4,7,4.12,3.80,3.17,3.75,,,,,,,64H,,hamilda03
262,James Wood,21,WSN,NL,79,79,77,697.2,137,129,4,4,1,.971,-1,-2,-7,-12,1.72,2.21,1.68,2.18,,,,,,,7,,woodja03
263,Gavin Sheets,28,CHW,AL,88,84,61,695.1,376,346,28,2,29,.995,-7,-12,-7,-12,4.84,5.24,4.25,5.02,,,,,,,93DH,,sheetga01
264,Will Brennan,26,CLE,AL,98,79,50,694.0,161,157,2,2,0,.988,1,1,-6,-10,2.06,2.27,1.62,2.24,,,,,,,97HD/8,,brennwi02
265,Jeimer Candelario,30,CIN,NL,80,79,68,689.2,327,220,96,11,26,.966,-10,-17,-10,-17,4.12,4.50,3.67,4.62,,,,,,,53D/H,,candeje01
266,Manuel Margot,29,MIN,AL,113,68,38,688.1,166,163,0,3,0,.982,2,4,-3,-5,2.13,2.27,1.44,2.24,,,,,,,*79H8/D,,margoma01
267,Adam Duvall,35,ATL,NL,91,74,68,685.0,157,151,4,2,0,.987,-7,-12,-3,-5,2.04,2.21,1.70,2.18,,,,,,,79H/D,,duvalad01
268,Bo Bichette,26,TOR,AL,81,81,72,684.1,242,76,159,7,35,.971,-3,-5,-3,-5,3.09,3.70,2.90,3.65,,,,,,,6,,bichebo01
269,Starling Marte,35,NYM,NL,85,80,62,680.1,146,138,6,2,2,.986,-15,-26,-6,-11,1.90,2.21,1.69,2.18,,,,,,,9/DH,,martest01
270,Ildemaro Vargas,32,WSN,NL,92,71,55,679.1,239,100,133,6,32,.975,-3,-5,-3,-5,3.09,3.19,2.22,3.12,,,,,,,547H/613D,,vargail01
271,TJ Friedl,28,CIN,NL,82,79,69,678.0,198,192,3,3,1,.985,1,2,-5,-9,2.59,2.21,2.38,2.18,,,,,,,8/HD,,friedtj01
272,Ramón Laureano,29,2TM,2LG,96,74,58,675.1,146,138,7,1,0,.993,-1,-1,3,5,1.93,2.23,1.51,2.20,,,,,,,97H8,,laurera01
273,Ramón Laureano,29,CLE,AL,31,20,13,186.0,57,52,5,0,0,1.000,4,25,3,19,2.76,2.27,1.84,2.24,,,,,,,98/H,,laurera01
274,Ramón Laureano,29,ATL,NL,65,54,45,489.1,89,86,2,1,0,.989,-4,-11,0,0,1.62,2.21,1.35,2.18,,,,,,,97/H8,,laurera01
275,Luis Campusano,25,SDP,NL,88,74,70,673.2,728,701,24,3,0,.996,-5,-9,-17,-30,9.69,9.06,8.24,8.92,6,36,41,8,16.3,0,2H/3,,campulu01
276,Carson Kelly,29,2TM,AL,84,75,70,672.2,678,642,33,3,8,.996,1,2,-6,-11,9.03,9.16,8.04,9.03,4,27,59,21,26.3,1,2/DH,,kellyca02
277,Carson Kelly,29,DET,AL,60,52,49,472.1,490,461,27,2,7,.996,3,8,-2,-5,9.30,9.16,8.13,9.03,2,18,42,18,30.0,1,2/HD,,kellyca02
278,Carson Kelly,29,TEX,AL,24,23,21,200.1,188,181,6,1,1,.995,-2,-12,-4,-24,8.40,9.16,7.79,9.03,2,9,17,3,15.0,0,2/DH,,kellyca02
279,Javier Báez,31,DET,AL,80,76,73,672.1,320,122,189,9,39,.972,-1,-1,-4,-7,4.16,3.70,3.89,3.65,,,,,,,6/H,,baezja01
280,Alec Burleson,25,STL,NL,87,81,47,671.1,238,221,16,1,12,.996,-1,-2,-3,-5,3.18,3.27,2.63,3.18,,,,,,,D97H3,,burleal01
281,Jesse Winker,30,2TM,NL,92,85,50,670.2,138,129,7,2,1,.986,-2,-4,1,2,1.83,2.21,1.48,2.18,,,,,,,7DH9,,winkeje01
282,Jesse Winker,30,WSN,NL,65,62,47,515.2,105,98,5,2,1,.981,-1,-3,1,2,1.80,2.21,1.58,2.18,,,,,,,7D/H9,,winkeje01
283,Jesse Winker,30,NYM,NL,27,23,3,155.0,33,31,2,0,0,1.000,-1,-9,0,0,1.92,2.21,1.22,2.18,,,,,,,97HD,,winkeje01
284,Kyle Higashioka,34,SDP,NL,83,77,60,665.2,698,669,20,9,1,.987,-3,-5,1,2,9.32,9.06,8.30,8.94,9,23,52,13,20.0,0,2/H,,higasky01
285,Mark Canha,35,2TM,2LG,89,74,58,665.0,407,383,20,4,32,.990,0,-1,-6,-11,5.45,5.57,4.33,5.34,,,,,,,3D7H9/5,,canhama01
286,Mark Canha,35,DET,AL,61,59,48,515.1,281,265,13,3,22,.989,-3,-7,-4,-9,4.86,5.03,4.34,4.99,,,,,,,3D79/H,,canhama01
287,Mark Canha,35,SFG,NL,28,15,10,149.2,126,118,7,1,10,.992,3,21,-2,-16,7.52,7.41,4.31,6.12,,,,,,,3H/97D5,,canhama01
288,Freddy Fermin,29,KCR,AL,91,72,71,663.0,674,634,35,5,2,.993,13,24,16,29,9.08,9.16,7.35,9.03,4,10,21,17,44.7,1,2D/H,,fermifr01
289,Parker Meadows,24,DET,AL,82,75,59,660.0,194,193,0,1,0,.995,14,25,5,9,2.63,2.27,2.35,2.24,,,,,,,8/H,,meadopa01
290,Brandon Drury,31,LAA,AL,80,74,64,656.2,346,174,167,5,48,.986,4,7,-4,-7,4.67,4.30,3.97,4.29,,,,,,,45D3/H,,drurybr01
291,Danny Jansen,29,2TM,AL,82,72,69,654.1,643,619,18,6,1,.991,0,0,-11,-20,8.76,9.16,7.77,9.03,3,11,62,10,13.9,2,2H/D,,janseda01
292,Danny Jansen,29,TOR,AL,54,50,49,443.1,443,424,16,3,0,.993,0,0,-6,-16,8.93,9.16,8.15,9.03,1,9,44,7,13.7,1,2/HD,,janseda01
293,Danny Jansen,29,BOS,AL,28,22,20,211.0,200,195,2,3,1,.985,0,0,-5,-28,8.40,9.16,7.04,9.03,2,2,18,3,14.3,1,2/HD,,janseda01
294,Chas McCormick,29,HOU,AL,93,72,46,646.0,162,160,1,1,0,.994,4,7,-2,-4,2.24,2.27,1.73,2.24,,,,,,,798/H,,mccorch01
295,Richie Palacios,27,TBR,AL,86,70,58,645.1,226,132,87,7,15,.969,6,11,5,9,3.05,2.97,2.41,2.94,,,,,,,497H/D56,,palacri01
296,Vidal Bruján,26,MIA,NL,87,68,51,630.0,264,116,139,9,29,.966,-2,-4,4,8,3.64,3.47,2.60,3.33,,,,,,,46H58/9713,,brujavi01
297,Edmundo Sosa,28,PHI,NL,86,68,50,628.2,291,101,184,6,36,.979,2,4,6,11,4.08,3.63,3.13,3.52,,,,,,,654H,,sosaed01
298,Jake Bauers,28,MIL,NL,89,69,49,628.1,484,441,38,5,42,.990,-2,-4,-2,-4,6.86,7.56,4.99,6.90,,,,,,,3HD9/71,,bauerja01
299,Brett Wisely,25,SFG,NL,86,68,54,626.2,288,85,200,3,43,.990,2,4,4,8,4.09,3.96,3.10,3.93,,,,,,,46H/538,,wiselbr01
300,Taylor Walls,27,TBR,AL,83,68,64,625.1,255,80,172,3,33,.988,14,27,12,23,3.63,3.70,3.04,3.65,,,,,,,6/HD,,wallsta01
301,Jose Iglesias,34,NYM,NL,85,69,47,625.0,250,91,156,3,38,.988,1,1,4,8,3.56,3.81,2.40,3.52,,,,,,,45/H6,,iglesjo01
302,Seiya Suzuki,29,CHC,NL,73,72,69,625.0,158,150,5,3,3,.981,-1,-1,2,4,2.23,2.21,2.12,2.18,,,,,,,9D/7H,,suzukse01
303,Edouard Julien,25,MIN,AL,90,71,47,624.1,258,87,166,5,25,.981,-5,-10,-6,-12,3.65,3.98,2.78,3.95,,,,,,,4H/D3,,julieed01
304,Michael Massey,26,KCR,AL,82,70,55,623.1,302,122,177,3,39,.990,-1,-2,0,0,4.32,3.97,3.65,3.91,,,,,,,4HD,,massemi02
305,Luis Rengifo,27,LAA,AL,75,71,61,622.2,243,87,150,6,29,.975,-3,-6,-4,-8,3.43,3.08,2.93,3.01,,,,,,,54/H69D,,rengilu01
306,Jack Suwinski,25,PIT,NL,85,67,45,617.2,178,177,0,1,0,.994,1,3,-15,-29,2.58,2.21,2.08,2.18,,,,,,,879H,,suwinja01
307,Víctor Robles,27,2TM,2LG,87,73,48,616.2,172,165,4,3,1,.983,8,15,4,8,2.47,2.26,1.94,2.23,,,,,,,897/HD,,roblevi01
308,Víctor Robles,27,WSN,NL,14,10,7,82.2,27,25,1,1,0,.963,2,26,2,29,2.83,2.21,1.86,2.18,,,,,,,/89H,,roblevi01
